Games,BWAYLAND,MARYVILLE,BROOKLYNTECH,BBLAIR,BASISSANANTONIO,NORTHALLEGHENY,JAMESLOGAN,BIOLANI,STUY,CHILLICOTHE,BNAPERVILLENORTH,DUPONT,TEMPLECITY,BLIBERTY,LUBBOCK,NORTHVIEW,NORTHIDSTEM,BROOKFIELD,MSMS,BSTANFORDONLINE,PULLMAN,BTEMPLECITY,BGREENHOPE,BLAIR,HURON,HUNTER,BMARYVILLE,JOHNADAMS,FAIRVIEW,AMITY,GATLINGABEL,CSHEN,SCGSSM,BNORTHHOLLYWOOD,CENTERVILLE,BFREMD,ALTO,FRANKLIN,BMIDDLETON,WOOTTON,HORN,MATSU,BBROOKLYNTECH,PALISADESCHARTER,EISENHOWER,SHEN,BEISENHOWER,LYNBROOK,CENTENNIAL,CJAMESRUSE,ARDSLEY,CBROOKLYNTECH,OKLAHOMA,BBOW,BARCADIA,BAMERICAN,MILLER,MIDDLETON,BBHBL,REDMOND,INDIANS,MARQUETTE,BILLERICA,STEVENS,SARATOGA,KELLYWALSH,WWPN,BAMADORVALLEY,CADMIUM,BEDISON,BOW,WARDMELVILLE,NISKAYUNA,EASTSIDE,VANNUYS,CBAALBANY,UNIPREP,EDWCLARK,BPALOALTO,GREENWICH,DINTERLAKE,PALISADES,CORAL,BDOUGHERTY,HOPKINS,CRESTVIEWMIDDLE,FOSSILRIDGE,PRISMS,GRAYSON,BECKMAN,RMHS,BDULLES,INTERLAKE,ENLOE,WALTON,HENRYGUNN,ALPHAS,LEXINGTON,IOLANI,CINTERLAKE,CADDO,BLYNBROOK,BFOOTHILL,BCUPERTINO,BASFA,BWOOTTON,PORTOLA,QUAILVALLEY,CLOVIS,BROOSEVELT,MIRAMONTE,MISSISSIPPI,AMERICAN,LOSALAMOS,BCORAL,BHENRYGUNN,CWAYZATA,BLINDBERGH,SCIENCEACADEMY,GATLINGABLE,BPULLMAN,COLEGIO,BUCHHOLZ,ARCADIA,AMES,EDISON,BRAVO,MCTM,BSTUY,AMPF,CGREENWICH,LONGWOOD,BLEXINGTON,AGLASTONBURY,HARKER,IRRELEVANT,FREMD,WESTMINSTER,FOOTHILL,PLEASANTON,TJHSST,BSCGSSM,BSHEN,BJAMESRUSE,TIMBERLINE,EASTLYME,MORRISHILLS,BLUEVALLEYWEST,STOCKDALE,PALO,HILLSDALE,CEDARFALLS,CREIGHTON,HILLCREST,WARDE,SEVENLAKES,WHEATLEY,CANTERBURY,BWWPN,BHBL,MTLEBANON,ALIBERTY,BBROOKFIELD,CRMHS,BASISPEORIA,BMCC,LADUE,CONESTOGA,OLYMPIA,JPSTEVENS,BOBJONES,TUPELO,CARCADIA,NEWCANAAN,MORGANTOWN,JONASCLARKE,BPOOLESVILLE,OLATHE,CMIDDLETON,RAT,MASS,BRHS,CATLINGABEL,CARMEL,MIRALOMA,VENICE,CMARYVILLE,MCA,TESLASTEM,BISMARCK,SOLON,NEWTOWN,BBECKMAN,BVANNUYS,GREENHOPE,PLANO,BHILLSBOROUGH,CUPERTINO,STANFORDONLINE,TROY,MINNETONKA,MADISONWEST,ABRAHAMLINCOLN,DOUGHERTY,GRANDOAKS,WAYLAND,FARMINGTON,BETHLEHEM,ODLE,CAPEELIZABETH,BNCSSM,CHOATE,STCROIX,ROOSEVELT,PALY,BHOPKINS,QB,BCONESTOGA,BMSJ,BTIMBERLINE,CAMSA,BWAYZATA,BBUCHHOLZ,CBLAIR,WAYZATA,BCANYONCREST,BBRMHS,LANGLEY,BAMSA,FALMOUTH,NATIONFORD,SAINTFRANCIS,BROCKBRIDGE,LIVINGSTON,BBASISSILICONVALLEY,HARRISON,BILLINGS,HOPKINTON,BEDWCLARK,MAUI,NORTHHOLLYWOOD,FAYETTEVILLE,NORTHVILLE,DJAMESRUSE,COLLIERVILLE,PRINCETON,CNASHUA,BTSA,JAMESRUSE,BENTONVILLE,CWWPN,MONTESSORI,BCLEMENTS,WESTVIEW,AHSBROWARD,AMADORVALLEY,JOHN,MCCRACKEN,BWARDMELVILLE,PUNAHOU,POLLESVILLE,BGREENWICH,MONTAVISTA,PINGPONG,BBRHS,BINTERLAKE,SHARON,NAPERVILLENORTH,BSHARON,BMARQUETTE,ASFA,ECHHS,PALI,CJPSTEVENS,BNISKAYUNA,HIGHLANDPARK,CANYONCREST,LINDBERGH,POBJFK,BAHSBROWARD,BTESLASTEM,SCDS,CFOOTHILL,ROCKBRIDGE,MILLHILL,NCSSM,COMMUNITYMIDDLESCHOOL,UNIVERSITY,MSJ,GLASTONBURY,HHR,RICKARDS,BLADUE,DAVIDSON,BBASISPEORIA,AAH,BCENTENNIAL,BDAVIDSON,BENLOE,YOUNGMAGNET,BGLASTONBURY,HILLSBOROUGH,BRMHS,AMERICANHERITAGE,BSARATOGA,CLEMENTS,LAKESIDE,BMIRALOMA,DBROOKLYNTECH,NASHUA,TEAMSTARS,PEDDIE,CMSJ,BAULKHAMHILLS,FRANKLING,BLAKESIDE,MOUNTAINVIEW,RAY,PALOALTO,DULLES,BASISSILICONVALLEY,ALABAMA,BJPSTEVENS
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314.04,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325.27,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1247.19,0,0,0,1140.87,1346.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108.87,0,0,0,0,0,0,0,0,0,0,1249.78,0,1228.93,0,0,1108.87,0,0,0,0,1250.1,0,0,1354.8,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,0,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1248.84,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1314.37,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1329.35,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1302.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.52,0,0,0,0,0,0,0,0,1368.5,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.72,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.56,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1221.42,0,0,0,1140.87,1375.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108.87,0,0,0,0,0,0,0,0,0,0,1314.11,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1352.67,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,0,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1355.12,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1274.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113.52,0,0,0,0,0,0,0,0,1427.37,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.37,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.83,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1221.42,0,0,0,1140.87,1440.84,1172.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108.87,0,0,0,0,0,0,0,0,0,0,1314.94,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,0,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1346.4,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1238.65,0,0,0,0,0,0,0,0,0,0,1113.52,0,0,0,0,0,0,0,0,1356.38,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286.37,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,0,1319.83,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1221.42,0,0,0,1140.87,1440.84,1211.16,0,0,0,0,0,0,0,1202.45,0,0,0,0,0,0,1108.87,0,0,0,0,0,0,0,0,0,0,1314.94,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,0,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1346.4,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.32,0,0,0,0,0,0,0,0,0,0,1113.52,0,0,0,0,0,0,0,0,1356.38,0,0,0
150,0,0,0,0,0,0,0,0,1203.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247.83,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,1234.94,0,0,0,0,0,0,0,0,1194.77,0,1319.83,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1323.05,0,0,0,1140.87,1440.84,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,0,0,0,0,0,0,1314.94,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,0,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1346.4,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.32,0,0,0,0,0,1257.57,0,0,0,0,1113.52,0,0,0,0,0,0,0,0,1356.38,0,0,0
160,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,1210.58,0,0,0,0,0,0,0,0,1194.77,0,1319.83,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1323.05,0,0,0,1140.87,1440.84,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,0,0,1314.94,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,0,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1230.42,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1409.31,0,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1309.32,0,0,0,0,0,1257.57,0,0,0,0,1113.52,0,0,0,0,0,0,0,0,1371.78,0,0,0
170,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,1210.58,0,0,0,0,0,0,0,0,1194.77,0,1319.83,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1323.05,0,1229.54,0,1140.87,1440.84,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,0,0,1314.94,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1232,0,0,0,0,1117.08,0,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1409.31,0,0,0,0,1138.45,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,0,0,0,0,0,0,1266.76,0,0,0,0,0,1309.32,0,0,0,0,0,1257.57,0,0,0,0,1113.52,0,0,0,0,0,0,0,1145.66,1417.54,0,0,0
180,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,1210.58,0,0,0,0,0,0,0,0,1194.77,0,1319.83,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1323.05,0,1250.53,0,1140.87,1440.84,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,0,0,1349.1,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,0,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,0,1105.26,0,0,1222.24,0,0,1217.86,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1409.31,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,1314.43,0,0,0,0,0,1266.76,0,0,0,0,0,1309.32,0,0,0,0,0,1257.57,0,0,0,1176.6,1113.52,0,0,0,0,0,0,0,1145.66,1417.54,0,0,0
190,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,0,0,0,1210.71,0,0,1122.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.39,0,0,0,0,1210.58,0,0,0,0,0,0,0,0,1194.77,0,1342.88,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1323.05,0,1250.53,0,1140.87,1440.84,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,0,0,1335.27,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,1166.23,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,1318.99,1105.26,0,0,1222.24,0,0,1171.35,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1409.31,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,1314.43,0,0,0,0,0,1266.76,0,0,0,0,0,1309.32,0,0,0,0,0,1257.57,0,0,0,1212.39,1113.52,0,0,0,0,0,0,0,1145.66,1417.54,0,0,0
200,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,1170.45,0,0,1163.77,0,0,1122.02,0,0,0,0,0,0,0,0,0,1221.99,0,0,0,0,0,0,1218.39,0,0,0,0,1210.58,0,0,0,0,0,0,0,0,1194.77,0,1354.71,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1323.05,0,1250.53,0,1140.87,1490.04,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,1168,1261.54,1335.27,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,1109.82,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,1318.99,1105.26,0,0,1222.24,0,0,1171.35,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1409.31,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,1314.43,0,0,0,0,0,1266.76,0,0,0,0,0,1309.32,0,0,0,0,0,1257.57,0,0,0,1212.39,1113.52,0,0,0,0,0,0,0,1145.66,1417.54,0,0,0
210,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,1147.46,0,0,1163.77,0,0,1122.02,0,0,0,0,0,0,0,0,0,1221.99,0,0,0,0,0,0,1218.39,0,0,0,0,1210.58,0,0,0,0,0,0,0,0,1194.77,0,1354.71,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1346.26,0,1250.53,0,1140.87,1490.04,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,1200.32,1251.78,1335.27,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,1109.82,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,1318.99,1105.26,0,0,1329.83,0,0,1171.35,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1433.78,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.45,0,1314.43,0,0,0,0,0,1266.76,0,0,0,0,0,1278.37,0,0,0,0,0,1257.57,0,0,0,1212.39,1113.52,0,0,0,0,0,0,0,1145.66,1393.06,0,0,0
220,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,1147.46,0,0,1163.77,0,0,1122.02,0,0,0,0,0,0,0,0,0,1221.99,0,0,0,0,0,0,1218.39,0,0,0,0,1182.86,0,0,0,0,0,0,0,0,1194.77,0,1372.9,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1327.23,0,1224.94,0,1140.87,1472.73,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,1200.32,1227.53,1354.46,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,1109.82,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,1393.99,1105.26,0,0,1333.73,0,0,1171.35,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1452.82,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.39,0,1251.68,0,0,0,0,0,1325.58,0,0,0,0,0,1278.37,0,0,0,0,0,1228.09,0,0,0,1212.39,1113.52,0,0,0,0,0,0,0,1145.66,1393.06,0,0,0
230,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1269.55,1168.02,0,0,0,1136,0,0,0,0,0,1147.46,0,0,1163.77,0,0,1122.02,0,0,0,0,0,0,0,0,0,1221.99,0,0,0,0,0,0,1218.39,0,0,0,0,1182.86,0,0,0,0,0,0,0,0,1194.77,0,1366.93,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1304.95,0,1224.94,0,1140.87,1499.5,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,1200.32,1227.53,1385.15,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,1109.82,0,0,0,0,0,1172.75,0,0,0,0,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,0,1231.21,0,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,1345.11,1105.26,0,0,1361.9,0,0,1171.35,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1253.18,0,0,1176.98,0,0,0,0,0,0,0,0,0,0,0,0,1500.49,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1356.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.39,0,1251.68,0,0,0,0,0,1294.2,0,0,0,0,0,1253.5,0,0,0,0,0,1228.09,0,0,0,1212.39,1113.52,0,0,0,0,0,0,0,1145.66,1366.85,0,0,0
240,0,0,0,0,0,0,0,0,1211.64,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,1289.59,1168.02,0,0,0,1136,1179.44,0,0,0,1168,1147.46,0,0,1163.77,0,0,1122.02,0,0,0,0,0,0,0,0,0,1221.99,0,0,0,0,0,0,1192.94,0,0,0,0,1182.86,0,0,0,1232,0,0,0,0,1194.77,0,1380.69,0,0,0,0,0,0,0,0,0,0,1140.87,0,0,0,0,0,0,0,1324.04,0,1224.94,0,1140.87,1505.65,1211.16,0,0,0,0,0,0,0,1142.17,0,0,0,0,0,0,1108.87,0,0,0,0,1103.47,0,0,0,1200.32,1227.53,1385.15,0,1228.93,0,0,1108.87,0,0,0,0,1223.81,0,0,1346.9,1109.82,0,0,0,0,0,1172.75,0,0,0,1222.14,0,0,0,0,0,1165.54,0,1196.4,0,0,0,0,0,0,0,1168,1231.21,1187.7,0,0,1147.69,0,0,0,0,1197.1,0,0,0,0,1117.08,1177.83,0,0,0,1345.11,1105.26,0,0,1361.9,0,0,1171.35,0,0,1181.66,1108.87,0,0,0,0,0,0,0,0,0,0,0,1211.09,0,0,0,0,0,0,1173.43,0,0,0,0,0,0,1117.36,0,0,1281.12,0,1187.75,1158.63,0,0,0,0,0,0,0,0,0,0,0,0,1509.67,0,0,0,0,1145.04,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,1142.54,0,0,0,1371.47,0,0,1173.28,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,1288.39,0,1251.68,0,0,0,0,0,1294.2,0,0,0,0,0,1253.5,0,0,1172.06,0,0,1228.09,0,0,0,1212.39,1113.52,0,0,0,0,0,0,0,1145.66,1366.85,0,0,0
